Study_Location,Site / Sampling_Area,Species_Name,Habitat_Type,MP_Presence,MP_Count (items/individual),MP_Type,MP_Structure,MP_Color,Polymer_Type,Source_Suspected,Dominant_Risk_Type,Author
"Pagadian City, Zamboanga del Sur, Philippines",Fish landing site,Selar crumenophthalmus,Marine (pelagic),Yes,"20 MPs (14 fibers, 6 fragments)","Fibers (70%), Fragments (30%)","Filamentous, Angular","Black, Blue, Orange","Rayon, Polyamide Nylon, Polyester, Polyethylene","Textile fibers, fishing gear, packaging","Food safety, Human health","Seno et al., 2024"
"Buenavista, Agusan del Norte, Philippines",Fish landing site,Auxis thazard,Marine (pelagic),Yes,"4 MPs (3 fibers, 1 fragment)","Fibers (75%), Fragments (25%)","Filamentous, Angular","Blue, Green","Rayon, Polyamide Nylon, Polyester","Fishing gear degradation, runoff",Ecological,"Seno et al., 2024"
"Buenavista, Agusan del Norte, Philippines",Fish landing site,Selaroides leptolepis,Marine (pelagic),Yes,"24 MPs (6 fibers, 18 fragments)","Fragments (75%), Fibers (25%)","Angular, Filamentous","Orange, Yellow, Black","Rayon, Polyamide Nylon, Polypropylene","Fishing nets, packaging, domestic waste",Food safety,"Seno et al., 2024"
"Buenavista, Agusan del Norte, Philippines",Fish landing site,Cheilopogon unicolor,Marine (pelagic),Yes,"9 MPs (2 fibers, 7 fragments)","Fragments (77.8%), Fibers (22.2%)","Irregular, Angular","Green, Blue, Orange",,"Marine litter, fishing debris",Ecological,"Seno et al., 2024"
"Buenavista, Agusan del Norte, Philippines",Fish landing site,Hemiramphus lutkei,Marine (pelagic),Yes,1 MP (fragment),Fragment,Angular,Yellow,,Marine debris,Ecological,"Seno et al., 2024"
"Buenavista, Agusan del Norte, Philippines",Fish landing site,Decapterus macrosoma,Marine (pelagic),Yes,5 MPs (all fibers),Fibers only,Filamentous,Blue,,"Laundry effluent, nets",Ecological,"Seno et al., 2024"
Zamboanga Peninsula & Agusan del Norte (Aggregate),"Combined sites (Dipolog, Pagadian, Buenavista)",15 pelagic fish species,Marine (pelagic),Yes,"333 fish (88%) out of 377 contained MPs; total 92 MPs (55% fibers, 45% fragments)","Fibers (55%), Fragments (45%)","Filamentous, Irregular, Angular","Black (dominant), Orange, Green, Blue, Red, Yellow, White","Rayon, Polyamide Nylon, Polyester, Polypropylene, Polyethylene","Fishing gear, wastewater discharge, textile and packaging waste","Ecological, Food safety, Human health","Seno et al., 2024"
"Partido District, Camarines Sur, Philippines",SB1 (Iodized Salt),,N/A (food-grade salt product),Yes,202.32 particles/kg (30.33 per 150 g),"Filaments (14), Fibers (4), Fragments (1), Films (1), Foams (present)","Filamentous, Irregular","Blue (dominant), Black, Transparent",N/A (not FTIR analyzed),"Marine sources (fishing gear, textiles), packaging materials","Food safety, Human health","Rongap & Plantado, 2024"
"Partido District, Camarines Sur, Philippines",SB2 (Iodized Salt),,,Yes,369.07 particles/kg (55.33 per 150 g),"Filaments (27), Fibers (6), Fragments","Filamentous, Irregular","Blue, Transparent, Black",,"Marine litter, packaging degradation",Food safety,"Rongap & Plantado, 2024"
"Partido District, Camarines Sur, Philippines",SB3 (Coarse Iodized Salt),,,Yes,322.38 particles/kg (48.33 per 150 g),"Filaments (24), Fibers (2), Fragments (1), Films","Filamentous, Irregular","Blue, Black, Transparent",,"Marine source, salt processing contamination",Food safety,"Rongap & Plantado, 2024"
"Partido District, Camarines Sur, Philippines",SB4 (Iodized Salt),,,Yes,106.72 particles/kg (16.00 per 150 g),"Filaments (10), Fibers (35), Fragments (13), Films (2), Foams","Filamentous, Irregular","Blue, Transparent, Black",,Marine and atmospheric contamination,Food safety,"Rongap & Plantado, 2024"
"Partido District, Camarines Sur, Philippines",SB5 (Iodized Salt),,,Yes,195.65 particles/kg (29.33 per 150 g),"Filaments (25), Fibers (33), Fragments (2), Films (3), Pellets","Filamentous, Irregular","Blue, Black, Transparent",,"Fishing activities, industrial runoff",Food safety,"Rongap & Plantado, 2024"
"Partido District, Camarines Sur, Philippines",SB6 (Iodized Rock Salt),,,Yes,71.15 particles/kg (10.67 per 150 g),"Filaments (31), Fibers (28), Fragments (3), Pellets","Filamentous, Angular","Black, Blue",,"Industrial sources, packaging materials",Food safety,"Rongap & Plantado, 2024"
"Partido District, Camarines Sur, Philippines",SB7 (Rock Salt),,,Yes,111.17 particles/kg (16.67 per 150 g),"Filaments (44), Fibers (14), Fragments (4), Films","Filamentous, Irregular","Blue, Black",,"Coastal contamination, marine debris",Food safety,"Rongap & Plantado, 2024"
"Partido District, Camarines Sur, Philippines",SB8 (Iodized Rock Salt),,,Yes,62.25 particles/kg (9.33 per 150 g),"Filaments (14), Fibers (18), Fragments (4), Foams","Filamentous, Irregular","Blue, Black",,"Marine debris, packaging materials",Food safety,"Rongap & Plantado, 2024"
"Partido District, Camarines Sur, Philippines",SB9 (Iodized Rock Salt),,,Yes,62.25 particles/kg (9.33 per 150 g),"Filaments (32), Fibers (7), Fragments (4), Films","Filamentous, Irregular","Blue, Transparent",,"Fishing gear degradation, salt processing",Food safety,"Rongap & Plantado, 2024"
"Partido District, Camarines Sur, Philippines",SB10 (Iodized Rock Salt),,,Yes,15.56 particles/kg (2.33 per 150 g),"Fibers (29), Fragments","Filamentous, Irregular","Blue, Transparent, Black",,Natural salt source (minimal contamination),Food safety,"Rongap & Plantado, 2024"
"Partido District, Camarines Sur, Philippines",Aggregate (All brands),,,Yes,Range: 15.56–369.07 particles/kg,"Filaments (55%), Fibers (29%), Fragments (18%), Films (4%), Foams (2%), Pellets (1%)","Filamentous, Irregular","Blue (33%), Black (21%), Transparent (17%), Red (11%), Pink (12%), Yellow (4%), Orange (3%), Brown (4%), Others (5%)",,"Marine litter, textile fibers, industrial waste, packaging debris","Human health, Food safety","Rongap & Plantado, 2024"
"Cagayan de Oro City, Philippines",Upstream (Barangay Bayanga),,Riverine (Freshwater),Yes,1.43 ± 0.68 items/L,"Fibers (78%), Fragments (15%), Films (7%)","Filamentous, Irregular","Blue (36%), Transparent (27%), Black (18%), Red (12%), Green (7%)","Polypropylene (PP), Polyethylene (PE), Polyester (PET)","Domestic sewage, laundry discharge, tourism, packaging litter",Ecological,"Rivera et al., 2024"
"Cagayan de Oro City, Philippines",Midstream (Barangay Macasandig),,Riverine (Freshwater),Yes,2.12 ± 0.54 items/L,"Fibers (82%), Fragments (12%), Films (6%)","Filamentous, Irregular","Blue, Transparent, Black, Red","Polypropylene, Polyethylene, PET","Urban runoff, laundry effluents, waste discharge","Ecological, Human health","Rivera et al., 2024"
"Cagayan de Oro City, Philippines",Downstream (Macabalan Outfall),,Estuarine (River mouth),Yes,4.25 ± 0.77 items/L,"Fibers (80%), Fragments (14%), Films (6%)","Filamentous, Angular","Blue (dominant), Transparent, Black, Red","PP, PE, PET, Nylon","Wastewater effluents, fishing activity, domestic discharge","Ecological, Food safety","Rivera et al., 2024"
"Cagayan de Oro City, Philippines",Aggregate (Upstream–Downstream),,Riverine–Estuarine,Yes,Range: 1.43–4.25 items/L (mean 2.6 ± 1.4 items/L),"Fibers (80%), Fragments (14%), Films (6%)","Filamentous, Irregular","Blue (dominant), Transparent, Black, Red, Green","PP, PE, PET, Nylon","Domestic waste, textile fibers, urban runoff","Ecological, Human health","Rivera et al., 2024"
"Metro Manila, Philippines",Taguig City,,Urban (roadside dust),Yes,69 ± 45 RAMP particles; 272 RAMP/m²,"Fibers (39%), Granules (41%), Films (15%), Fragments (2%)","Filamentous, Irregular, Angular","Blue (121), Yellow (29), Black (10), Orange (4), Pink (N/A), White (N/A)","Polypropylene (78%), PVC (18.37%), PMMA (18.37%), EVA (4.08%), Polyester, Polyacrylamide, PE, Polyacetylene (4–10%)","Tire wear, road paint, vehicle emissions","Airborne inhalation, respiratory health","Romarate & Bacosa, 2024"
"Metro Manila, Philippines",Quezon City,,Urban (roadside dust),Yes,19 ± 4 RAMP particles; 75 RAMP/m²,"Fibers, Granules, Films, Fragments","Irregular, Angular","Blue, Yellow, Black","PP, PVC, PMMA","Tire wear, traffic, urban litter","Air pollution, respiratory health","Romarate & Bacosa, 2024"
"Metro Manila, Philippines",Pasay City,,Urban (roadside dust),Yes,22 ± 8 RAMP particles; 88 RAMP/m²,"Fibers, Granules, Films, Fragments",Irregular,"Blue, Orange, Pink","PP, PVC","Road dust, traffic abrasion",Airborne and ecological,"Romarate & Bacosa, 2024"
"Metro Manila, Philippines",Manila City,,Urban (roadside dust),Yes,31 ± 16 RAMP particles; 123 RAMP/m²,"Fibers, Granules (n=64), Films",Irregular,"Blue, Black, Yellow, Orange","PP, PVC, PMMA","Vehicle wear, brake dust","Human health, air pollution","Romarate & Bacosa, 2024"
"Metro Cebu, Philippines","South Road Properties (SRP), Cebu City",,Urban (roadside dust),Yes,26 ± 11 RAMP particles; 103 RAMP/m²,"Fibers, Granules, Films","Irregular, Angular","Blue, Yellow","PP, PVC, PMMA","Traffic emissions, tire dust",Ecological,"Romarate & Bacosa, 2024"
"Metro Cebu, Philippines",Mandaue City,,Urban (roadside dust),Yes,23 ± 8 RAMP particles; 91 RAMP/m²,"Fibers, Granules, Films",Irregular,"Blue, Yellow, Black","PP, PVC, PMMA","Urban waste, vehicle friction",Air pollution,"Romarate & Bacosa, 2024"
"Metro Cebu, Philippines","Fronting Port Area, Cebu City",,Urban (roadside dust),Yes,23 ± 9 RAMP particles; 93 RAMP/m²,"Fibers, Granules, Films",Irregular,"Blue, Yellow, Black","PP, PVC, PMMA","Marine aerosols, port emissions","Airborne, Ecological","Romarate & Bacosa, 2024"
"Metro Cebu, Philippines","Apas, Cebu City",,Urban (roadside dust),Yes,35 ± 20 RAMP particles; 140 RAMP/m²,"Fibers, Granules, Films","Irregular, Angular","Blue (74), Black (23), Yellow (20)","PP, PVC, PMMA, EVA","Road dust, vehicular emissions, nearby construction","Airborne inhalation, human health","Romarate & Bacosa, 2024"
Metro Manila & Metro Cebu (Aggregate),Combined 8 sites,,Urban (road-associated dust),Yes,Range: 19–69 RAMPs/station; mean density 95–272 RAMP/m²,"Fibers (39%), Granules (41%), Films (15%), Fragments (2%)","Filamentous, Irregular, Angular","Blue (38%), Yellow (24%), Black (19%), Pink (13%), White (6%), Orange (1%)","Polypropylene (78%), PVC (18.37%), PMMA (18.37%), EVA (4.08%), others (PE, Polyester, PA, PAM)","Tire wear, road markings, urban litter, vehicular abrasion","Airborne inhalation, human respiratory risk","Romarate & Bacosa, 2024"
"Bacolod City, Negros Occidental, Philippines",Rural sector (Barangay Granada & Vista Alegre),,Freshwater river (upstream),Yes,"Wet: 1,111 particles/m³; Dry: 1,778 particles/m³","Fibers (dominant), Fragments, Films","Filamentous, Irregular","Bright colors (blue, red, transparent)",,"Agricultural runoff, low waste management, degraded packaging",Ecological,"Lupit River Study Team, 2024"
"Bacolod City, Negros Occidental, Philippines",Residential sector (Barangay Villamonte),,Freshwater river (midstream),Yes,"Wet: 1,778 particles/m³; Dry: 2,444 particles/m³","Fibers (dominant), Fragments, Films","Filamentous, Irregular",Bright-colored particles,,"Household waste, diapers, bottled plastics","Ecological, Human health","Lupit River Study Team, 2024"
"Bacolod City, Negros Occidental, Philippines",Informal settlement sector (Barangay 40 & Vista Alegre),,Freshwater river (urban residential),Yes,"Wet: 1,333 particles/m³; Dry: 1,778 particles/m³","Fibers (dominant), Fragments",Irregular,"Bright, multicolored",,"Waste leakage, illegal dumping, poor infrastructure",Ecological,"Lupit River Study Team, 2024"
"Bacolod City, Negros Occidental, Philippines",Commercial sector (Barangay Singcang),,Estuarine river (downstream),Yes,"Wet: 1,556 particles/m³; Dry: 1,778 particles/m³","Fibers (dominant), Fragments, Films",Filamentous,Bright colors,,"Commercial runoff, plastic debris from packaging","Ecological, Food safety","Lupit River Study Team, 2024"
"Bacolod City, Negros Occidental, Philippines",Aggregate (Upstream to downstream),,Riverine–Estuarine continuum,Yes,"Range: 1,111–2,444 particles/m³ (mean 1,780 ± 301.6)","Fibers (majority), Fragments, Films","Filamentous, Irregular","Bright, Multicolored",,"Population density, seasonal runoff, anthropogenic waste","Ecological, Human health","Lupit River Study Team, 2024"
"Bacolod City, Negros Occidental, Philippines",Model summary (River-wide),,Freshwater river,Yes,R² = 0.69; Adjusted R² = 0.64,Fibers dominant,"Filamentous, Irregular",,,"Population (β = −0.0217), Wet season (β = −621.9), Flow rate (β = −2.08), Macroplastic (β = −0.00016)","Ecological, Infrastructure-related","Lupit River Study Team, 2024"
"Tañon Strait, Central Visayas, Philippines",Nearshore fishing grounds (sampling area),Sardinella lemuru,Marine (coastal pelagic),Yes,4.67 ± 1.15 MPs/individual,"Fibers (75%), Fragments (20%), Films (5%)","Filamentous, Irregular","Blue (42%), Transparent (30%), Black (15%), Red (8%), Green (5%)","Polypropylene (PP), Polyethylene (PE), Polyamide (Nylon)","Fishing nets, textile fibers, packaging waste","Food safety, Bioaccumulation, Human health","Tañon Strait Study Team, 2023"
"Tañon Strait, Central Visayas, Philippines",Offshore area (deeper trawl zone),Sardinella lemuru,Marine (offshore pelagic),Yes,3.25 ± 0.95 MPs/individual,"Fibers (dominant), Fragments",Filamentous,"Blue, Black, Transparent","PP, PE","Marine litter, offshore fishing debris",Food safety,"Tañon Strait Study Team, 2023"
"Tañon Strait, Central Visayas, Philippines",Aggregate (all sampling sites),Sardinella lemuru,Marine (pelagic),Yes,Range: 3.25–4.67 MPs/fish (mean 3.96 ± 1.05),"Fibers (75%), Fragments (20%), Films (5%)","Filamentous, Irregular","Blue (dominant), Transparent, Black, Red, Green","PP, PE, Nylon","Fishing gear, textile fibers, plastic packaging","Food safety, Human health","Tañon Strait Study Team, 2023"
"Cebu Island, Philippines","Pasil Fish Market, Barangay Pasil, Cebu City",Auxis rochei,"Marine, pelagic-neritic",Yes,6.6 (mean per fish),"Microfiber (80–91%), Microfragment (7%), Micropellet (1%), Microfilm (1%)",,"Blue (48%), Red (39%), Black (8%), White (5%)",,"Domestic and industrial wastewater, fishing nets, textile/laundry waste","Food safety, human health exposure","Garces et al., 2020"
"Cebu Island, Philippines","Consolacion Public Market, Consolacion",Rastrelliger kanagurta,"Marine, pelagic-neritic",Yes,5.3 (mean per fish),"Microfiber, Microfragment, Micropellet, Microfilm",,"Blue (48%), Red (39%), Black (8%), White (5%)",,"Urban and industrial waste discharge, fishing activities","Food safety, ecological","Garces et al., 2020"
"Cebu Island, Philippines","Lapu-Lapu Public Market, Barangay Opon, Lapu-Lapu City",Chanos chanos,"Marine, benthopelagic",Yes,11.6 (mean per fish),"Microfiber, Microfragment, Microfilm",,"Blue (48%), Red (39%), Black (8%), White (5%)",,"Municipal waste, textile fibers, fishing nets","Food safety, bioaccumulation, human health","Garces et al., 2020"
"Cebu Island, Philippines",Combined (three markets),Mixed (all 3 species),Marine,Yes,Total: 635 MPs from 81 fish samples (97% of samples positive),"Microfiber (80–91%), Microfragment (7%), Micropellet (1%), Microfilm (1%)",,"Blue (48%), Red (39%), Black (8%), White (5%)",,"Wastewater effluent, fishing gear, textile industry","Ecological, human health","Garces et al., 2020"
Global (37 study regions),"Coastal, estuarine, and marine sediments worldwide",,"Marine, estuarine, coastal",Yes,"Range: 10–13,800 items/kg (dry weight)","Fiber, fragment, film, foam, pellet","Irregular, angular, filamentous","Transparent, blue, black, red, white","Polyethylene (PE), Polypropylene (PP), Polystyrene (PS), Polyamide (PA), Polyester (PET), Polyvinyl chloride (PVC)","Urban runoff, wastewater discharge, fishing gear, plastic packaging, textile fibers","Ecological degradation, sediment contamination, trophic transfer, human health","Gao et al., 2021"
China,Changjiang Estuary,,"Estuarine, marine sediment",Yes,"88–1,073 items/kg","Fiber, fragment",Irregular,"Transparent, blue, black","PE, PP, PET","Urban and riverine discharge, shipping",Ecological,"Gao et al., 2021"
United Kingdom,Thames Estuary,,Estuarine,Yes,204–816 items/kg,"Fiber, fragment",Filamentous,"Blue, black","PE, PP","Urban wastewater, textile fibers",Ecological,"Gao et al., 2021"
United States,Chesapeake Bay,,Estuarine sediment,Yes,75–560 items/kg,"Fiber, fragment, film",Irregular,"Blue, black, white","PE, PP","Industrial runoff, fishing gear",Ecological,"Gao et al., 2021"
Japan,Tokyo Bay,,Coastal,Yes,"100–1,200 items/kg","Fiber, fragment, film","Filamentous, irregular","Transparent, blue","PE, PP, PS","Urban sewage, marine litter","Ecological, human health","Gao et al., 2021"
Mediterranean Sea,Coastal sediments,,"Marine, coastal",Yes,"400–2,200 items/kg","Fiber, fragment, pellet","Angular, irregular","Blue, red, black","PE, PP, PS","Shipping, fishing, tourism","Ecological, bioaccumulation","Gao et al., 2021"
Arctic Ocean,Marine sediments,,Marine,Yes,"32–1,008 items/kg","Fiber, fragment",Irregular,"Transparent, blue","PE, PP, PET","Long-range transport, sea ice melting",Ecological,"Gao et al., 2021"
"Negros Oriental, Philippines",Coastal sediment,,"Marine, coastal",Yes,,Fibers (dominant),,,"Rayon, PET, PVC","Domestic sewage, fishing, local waste",Ecological,"Sin et al., 2023"
"Cagayan de Oro, Philippines",Macajalar Bay coastal sediment,,"Marine, coastal",Yes,,"Fibers, Fragments",,,"LDPE, HDPE, PP, PE","Sewage drainage, fishing nets",Ecological,"Sin et al., 2023"
"Manila Bay, Philippines","Canas, Meycauayan, Pasig, Tullahan Rivers (surface water & sediment)",,Estuarine,Yes,,"Films, Fragments, Pellets",Irregular,,"PP, PE","Urban waste disposal, polymer industry spillage","Ecological, human health","Sin et al., 2023"
"Manila Bay, Philippines",Baseco Port Bay sediment,,Marine (harbor),Yes,1.6 ± 1.4 mm (avg. size),"Fragments (84%), Fibers (4%), Pellets (4%), Films (3%)",Irregular,,,"Overcrowding, improper waste disposal",Ecological,"Sin et al., 2023"
"Makiling Forest Reserve, Philippines",Molawin Watershed sediment,,Freshwater,Yes,71.33 pieces fragments / 20 fibers per 100 g,"Fragments, Fibers",,,"PP, PE",Urban runoff,Ecological,"Sin et al., 2023"
